gid,x,y,z
35526,8384.7294928,5385.0800788,9417.7109388
42111,8511.6298838,5150.0600598,9650.9316418
52726,8379.0800788,5355.7797858,9455.2216808
61495,8355.6396488,5356.8598638,9471.7617198
66283,8383.2500008,5376.7099618,9456.3613288
96513,8353.5703128,5290.7797858,9564.9111338
124860,8386.5996098,5366.1098638,9448.4511728
128070,8404.1396488,5343.3896488,9458.9716808
139091,8412.5898448,5352.3696298,9459.0517588
143814,8343.6494148,5294.9799808,9558.5009778
146169,8353.6894538,5278.8198248,9569.0410168
148371,8494.1298838,5161.7397468,9695.2910168
153352,8361.4101568,5361.4897468,9510.8515628
155648,8505.0195318,5172.3798838,9688.1210948
161997,8410.7597668,5340.4897468,9470.9316418
164262,8382.7500008,5391.7700208,9521.0009778
175085,8490.9101568,5163.0698248,9691.9013678
183129,8352.0400398,5350.1396488,9532.6015628
183582,8393.4199228,5352.1396488,9461.4316418
190511,8354.1396488,5355.9599618,9500.1708988
190634,8365.3896488,5304.1796888,9534.6513678
195365,8359.8603528,5373.1596688,9521.0712898
211959,8362.6699228,5297.8896488,9553.1015628
217812,8383.7998058,5241.2099618,9666.4316418
219716,8364.4902348,5255.6899418,9639.7617198
220417,8371.3798838,5261.6796888,9636.6816418
222181,8377.8496098,5432.0600598,9522.3710948
222208,8446.2197278,5175.1899418,9693.7216808
226463,8377.0996098,5452.0000008,9532.8115238
228724,8344.0400398,5226.3198248,9676.6611338
229174,8381.2402348,5247.8598638,9657.4013678
229384,8383.4697278,5424.8398448,9506.3417978
231533,8405.9697278,5341.0000008,9487.8017588
232045,8388.4501958,5368.8798838,9499.5712898
234749,8363.5800788,5420.8598638,9517.2314458
234789,8373.4902348,5438.8300788,9510.5712898
235818,8409.3798838,5374.3100598,9480.5917978
236453,8382.3203128,5220.9897468,9690.6416028
236587,8356.1201178,5421.7397468,9503.7314458
237848,8383.5000008,5466.0996098,9509.5517588
237876,8386.4697278,5479.0800788,9492.3916028
239507,8372.1894538,5276.1699228,9646.2412118
240419,8378.5302738,5173.0898448,9701.4511728
242590,8410.2001958,5333.4497078,9495.5517588
244768,8369.4501958,5161.0400398,9712.9414068
245842,8349.1103528,5405.5400398,9505.9912118
245854,8366.6298838,5468.4497078,9509.3115238
249845,8378.3398448,5449.1699228,9537.9208988
249951,8405.2998058,5332.7500008,9476.6816418
250117,8338.3496098,5379.5400398,9524.1914068
250662,8380.7998058,5205.9296888,9679.6210948
251392,8383.8701178,5248.4199228,9670.6914068
252455,8368.6894538,5495.2197278,9477.5410168
253433,8348.9296888,5389.1499028,9509.6416028
253657,8373.6894538,5225.1098638,9698.4511728
255170,8397.4794928,5329.8798838,9487.5712898
255702,8376.1396488,5208.4296888,9696.5712898
256407,8409.4394538,5373.6298838,9498.9912118
258535,8385.0302738,5518.4497078,9493.5009778
259178,8374.4697278,5434.9199228,9503.4208988
260037,8383.3603528,5467.3896488,9505.7509778
